token,neighbor,cosine
mvc-based,graph-based,0.65519625
mvc-based,token-based,0.6517599
mvc-based,html,0.64873123
mvc-based,backend,0.64151573
sf,san,0.7472727
sf,city,0.7318008
sf,seattle,0.72986877
sf,fs,0.7252559
sf,ff,0.714962
sf,california,0.71446127
sf,fi,0.71071905
sf,sa,0.7034943
sf,ca,0.70297045
sf,tokyo,0.7023321
si,fi,0.7792844
si,siy,0.77874523
si,ff,0.73434883
si,sis,0.71973866
si,ss,0.71886015
si,sb,0.7154057
si,sigcse,0.7135321
si,sys,0.7122842
si,se,0.71166635
si,el,0.7096882
origins,origin,0.9159336
origins,originates,0.8561839
origins,originate,0.8404499
origins,originated,0.83985776
origins,lineages,0.75566
origins,originally,0.7533663
origins,lineage,0.74709207
origins,formation,0.7416985
origins,roots,0.7280571
origins,original,0.71794677
exported,export,0.9261707
exported,ported,0.750715
exported,import,0.7348829
exported,porting,0.727854
exported,migrated,0.7264435
exported,out,0.7183766
exported,converted,0.7127709
exported,released,0.7106176
exported,produced,0.69564354
exported,output,0.6954187
conklin,kl,0.58989
conklin,cj,0.58473563
conklin,notkin,0.58282924
conklin,consis-,0.5752522
conklin,ings,0.5714908
conklin,kdeutils,0.56641346
conklin,contour,0.56575805
conklin,cken,0.5654701
conklin,con-,0.5568006
conklin,ck,0.55643064
vi,vi-,0.9707576
vi,sixth,0.78056246
vi,six,0.7656218
vi,r6,0.7359394
vi,vide,0.71339417
vi,b6,0.6982441
vi,vj,0.680227
vi,viding,0.67915165
vi,tive,0.672271
vi,vv,0.6716675
failure,fail,0.9324092
failure,failed,0.930309
failure,failure-inducing,0.80332583
failure,attempt,0.7841226
failure,attempted,0.7594918
failure,error,0.74572736
failure,broken,0.73712224
failure,attempts,0.7256713
failure,succeed,0.7129263
failure,loss,0.71080506
suggesting,suggests,0.9239852
suggesting,suggest,0.9159194
suggesting,suggested,0.89566433
suggesting,suggestions,0.8671913
suggesting,propose,0.84179026
suggesting,proposes,0.82859737
suggesting,considering,0.80993736
suggesting,proposed,0.80550784
suggesting,hints,0.76689726
suggesting,idea,0.7631484
wc,w3,0.7388994
wc,w1,0.737268
wc,w4,0.7186737
wc,wi,0.7123541
wc,wide,0.69682527
wc,wcre,0.69099885
wc,white,0.68908936
wc,wu,0.679786
wc,w2,0.6674553
wc,wgg,0.6620488
wi,wc,0.7123541
wi,washington,0.7011406
wi,ny,0.69436425
wi,usa,0.6852804
wi,ri,0.6847604
wi,mi,0.6836752
wi,il,0.68310714
wi,florida,0.6810674
wi,country,0.6791267
wi,states,0.6767293
sunghun,yahin,0.6400889
sunghun,kai,0.6103103
sunghun,chan,0.5897383
sunghun,ji,0.5823312
sunghun,tt,0.57456243
sunghun,sun,0.5740862
sunghun,han,0.5724726
sunghun,chou,0.57214904
sunghun,xu,0.5706773
sunghun,naoki,0.5692846
gap,between,0.7660638
gap,lacks,0.72507715
gap,lack,0.68814063
gap,split,0.6758581
gap,between-version,0.66797966
gap,narrow,0.6660524
gap,threshold,0.6655878
gap,across,0.6655169
gap,void,0.66489214
gap,missing,0.66325676
argue,argues,0.92094696
argue,argued,0.87373555
argue,discuss,0.8126541
argue,disagree,0.7534693
argue,extend,0.75312203
argue,prove,0.7349619
argue,decide,0.7344952
argue,interact,0.7314309
argue,explain,0.7259856
argue,demonstrate,0.72504276
xp,os,0.706361
xp,ex,0.70609117
xp,xml,0.70447344
xp,xxx,0.7017563
xp,x2,0.68936217
xp,element,0.68813896
xp,x1,0.68551505
xp,lx,0.6826805
xp,windows,0.6773488
xp,exc,0.6764794
held,hold,0.857591
held,holds,0.8566107
held,kept,0.8408157
held,carried,0.81099457
held,handled,0.7926604
held,captured,0.77842367
held,took,0.773099
held,bound,0.76590264
held,contained,0.76276934
held,had,0.76201767
nicolas,michael,0.71003
nicolas,andreas,0.6971368
nicolas,simon,0.6942978
nicolas,diego,0.681874
nicolas,kevin,0.6807451
nicolas,carlos,0.67789614
nicolas,saint,0.67525685
nicolas,martin,0.6707301
nicolas,juan,0.6693949
nicolas,gregorio,0.6613133
power,powerful,0.80965495
power,strength,0.7384625
power,ability,0.7098974
power,strong,0.7008002
power,light,0.69302785
power,control,0.68910694
power,stronger,0.68827677
power,plug,0.686301
power,engine,0.6840501
power,forces,0.6814986
prop-,property,0.70844185
prop-,rep-,0.6887904
prop-,prototype,0.68575525
prop-,object,0.6824532
prop-,option,0.6742085
prop-,pp,0.6741852
prop-,component,0.6687727
prop-,mod-,0.6682366
prop-,marginal,0.66673577
prop-,pseudo,0.66625684
dress,fashion,0.8274039
dress,suit,0.77981645
dress,suited,0.7761681
dress,style,0.7731324
dress,formal,0.7431763
dress,fit,0.7367616
dress,formals,0.7260993
dress,pattern,0.71411926
dress,color,0.70622367
dress,looks,0.7016771
rebuilding,reconstruction,0.8931042
rebuilding,reconstructed,0.8259003
rebuilding,reconstruct,0.7998161
rebuilding,restructuring,0.77210045
rebuilding,constructing,0.765497
rebuilding,fixing,0.76510763
rebuilding,construction,0.76145065
rebuilding,building,0.7548143
rebuilding,recovering,0.7435066
rebuilding,build,0.73790133
hosted,hosting,0.8372761
hosted,linked,0.7505115
hosted,presented,0.7323815
hosted,compiled,0.7240184
hosted,conducted,0.7221981
hosted,followed,0.72129714
hosted,built,0.7196737
hosted,provided,0.71391124
hosted,sented,0.71308637
hosted,browsed,0.71183574
xia,xu,0.6901328
xia,chou,0.6601941
xia,irisa,0.65665746
xia,x2,0.65279686
xia,cla,0.6523156
xia,ta,0.6481869
xia,xxx,0.6438432
xia,ra,0.6408417
xia,ar,0.6347169
xia,sta-,0.6295961
equivalently,equivalent,0.93558174
equivalently,similarly,0.9162743
equivalently,similar,0.875368
equivalently,similar-,0.8659878
equivalently,equivalence,0.83559436
equivalently,identical,0.8301617
equivalently,comparable,0.82619184
equivalently,corresponds,0.82135624
equivalently,likewise,0.8059602
equivalently,similarities,0.7995127
organize,organizing,0.94164556
organize,organized,0.9199762
organize,organization,0.845966
organize,manage,0.7856885
organize,gather,0.78481275
organize,sort,0.7539637
organize,restructure,0.74992263
organize,collect,0.74433666
organize,organiza-,0.7433036
organize,maintain,0.72919524
numerous,many,0.88875896
numerous,several,0.84632915
numerous,hundreds,0.8101352
numerous,multiple,0.7891578
numerous,various,0.7838606
numerous,thousands,0.77096915
numerous,much,0.7619542
numerous,frequent,0.7544575
numerous,often,0.75444704
numerous,multi,0.74956846
possess,own,0.8141565
possess,obtain,0.7782966
possess,contain,0.7676086
possess,have,0.75011337
possess,obtained,0.7454722
possess,intend,0.74433064
possess,take,0.7353662
possess,want,0.73379046
possess,occupies,0.7327788
possess,believe,0.7301691
caprile,gine,0.65848696
caprile,mainte-,0.64643246
caprile,core,0.64357674
caprile,dele-,0.630382
caprile,devel-,0.61884004
caprile,calibre,0.61142606
caprile,padioleau,0.60964197
caprile,le,0.6078679
caprile,cate,0.60429955
caprile,pull,0.6030214
kemerer,ber,0.6400533
kemerer,gether,0.6340267
kemerer,keir,0.63330626
kemerer,porter,0.63300407
kemerer,ther,0.63231
kemerer,szermer,0.61815244
kemerer,koders,0.6151775
kemerer,gener-,0.6147461
kemerer,mer,0.6108943
kemerer,veloper,0.60671204
recognizes,recognize,0.9167356
recognizes,recognizing,0.8934025
recognizes,recognized,0.8828828
recognizes,identifies,0.8210739
recognizes,acknowledged,0.80175024
recognizes,identified,0.779473
recognizes,identifiable,0.7710732
recognizes,distinguish,0.76072395
recognizes,acceptance,0.7582817
recognizes,confirming,0.75819236
namely,moreover,0.7709532
namely,specifically,0.76890475
namely,essentially,0.7679608
namely,thus,0.7495375
namely,comprising,0.74946076
namely,therefore,0.7478098
namely,furthermore,0.7460621
namely,basically,0.74483156
namely,ideally,0.73628265
namely,precisely,0.7324618
suite,suited,0.7222715
suite,arrangement,0.7215593
suite,style,0.7013463
suite,suit,0.69658136
suite,set,0.69018507
suite,scheme,0.68576086
suite,plan,0.68097097
suite,dress,0.67456
suite,formal,0.67052925
suite,cuses,0.66861874
adopted,adopt,0.8753394
adopted,cloned,0.76605994
adopted,chosen,0.7502158
adopted,migrated,0.75000566
adopted,assigned,0.7450099
adopted,accepted,0.7436338
adopted,inherits,0.7405702
adopted,donated,0.7362688
adopted,became,0.73084664
adopted,assumed,0.7295699
decomposing,decomposed,0.9180529
decomposing,decomposition,0.9126414
decomposing,decompo-,0.81481504
decomposing,dispose,0.78303385
decomposing,fragmented,0.77297735
decomposing,decay,0.7692911
decomposing,degraded,0.74044174
decomposing,splitting,0.69244176
decomposing,dump,0.68901277
decomposing,eliminated,0.68714046
gpl,license,0.76215935
gpl,gpg,0.7609205
gpl,gnu,0.7134247
gpl,licensing,0.7125499
gpl,gtk,0.68648064
gpl,open-source,0.67245674
gpl,contract,0.6707446
gpl,gcc,0.6695232
gpl,gle,0.6664971
gpl,copyright,0.6645311
gsyc,gy,0.7714953
gsyc,yacc,0.7166501
gsyc,dy-,0.69386965
gsyc,ysis,0.67496943
gsyc,y1,0.67343146
gsyc,siy,0.6713183
gsyc,y2,0.6601279
gsyc,chy,0.6412548
gsyc,ogy,0.6383198
gsyc,g0,0.63829285
marginal,partial,0.7093737
marginal,remainder,0.694063
marginal,less,0.68834937
marginal,neutral,0.6833304
marginal,minimal,0.6716666
marginal,pos-,0.6672224
marginal,prop-,0.66673577
marginal,thin,0.6658936
marginal,regular,0.6651728
marginal,bad,0.66278726
prolog,logics,0.803507
prolog,logic,0.80149925
prolog,predicates,0.783204
prolog,predicate,0.7632657
prolog,algo-,0.74919176
prolog,propositional,0.74695295
prolog,logical,0.7304139
prolog,axioms,0.72221756
prolog,conjunctions,0.7179877
prolog,syntactic,0.71760124
magazine,journal,0.78673995
magazine,editor,0.73336273
magazine,press,0.72857463
magazine,published,0.721743
magazine,content,0.70926774
magazine,vice,0.70691913
magazine,times,0.6991696
magazine,piece,0.69846255
magazine,submissions,0.69143635
magazine,entries,0.68923825
koch,d_k,0.6754615
koch,bc,0.6631802
koch,ck,0.65520096
koch,rb,0.64282906
koch,bier,0.6400239
koch,kai,0.6395534
koch,blue,0.63452965
koch,kim,0.63445747
koch,krinke,0.6344548
koch,von,0.6333501
gtk,jdk,0.76524377
gtk,gui,0.7299121
gtk,gnome,0.7256837
gtk,gnu,0.7133493
gtk,gcc,0.7007116
gtk,kde,0.69962764
gtk,gpl,0.68648064
gtk,desktop,0.68177605
gtk,d_k,0.6685409
gtk,fortran,0.66820705
install,setup,0.8055562
install,download,0.78197664
install,downloads,0.7450471
install,upgrade,0.74121517
install,build,0.73747396
install,implement,0.73513037
install,instructions,0.7319644
install,configured,0.72695047
install,updating,0.7202224
install,dependencies,0.71478575
applica-,applicability,0.80990654
applica-,appli-,0.79125726
applica-,application,0.78362364
applica-,applies,0.77198774
applica-,applications,0.7681689
applica-,apply,0.74189454
applica-,applied,0.7331229
applica-,applying,0.7272045
applica-,implement,0.7169892
applica-,use,0.7093668
categorized,category,0.8776051
categorized,categories,0.8679849
categorized,listed,0.7608189
categorized,sorted,0.7576459
categorized,taxonomy,0.7526281
categorized,categorization,0.7524358
categorized,classifications,0.7514782
categorized,labeled,0.7408041
categorized,classified,0.7391841
categorized,browsed,0.7373544
in-house,internal,0.7132391
in-house,in,0.71142733
in-house,in-,0.7041963
in-house,working,0.67670196
in-house,work,0.6689433
in-house,management,0.6685735
in-house,employed,0.66793454
in-house,dept,0.66368496
in-house,organization,0.65781885
in-house,client,0.656517
notoriously,often,0.70628655
notoriously,frequently,0.7009073
notoriously,routinely,0.69959635
notoriously,prevalent,0.6949395
notoriously,unfortunately,0.6889691
notoriously,extremely,0.6887261
notoriously,relatively,0.6830127
notoriously,improperly,0.68143356
notoriously,consistently,0.6746653
notoriously,fairly,0.6731928
possibilities,possibility,0.9134208
possibilities,possible,0.8477007
possibilities,options,0.8141948
possibilities,choices,0.80054665
possibilities,scenarios,0.79756707
possibilities,potentially,0.79295075
possibilities,could,0.7821796
possibilities,situations,0.780858
possibilities,potential,0.77433574
possibilities,hypothetical,0.76398283
tice,tive,0.7611867
tice,tities,0.70886487
tice,mance,0.7058698
tice,nance,0.6952961
tice,tichy,0.6868743
tice,tifacts,0.68503845
tice,tic,0.679871
tice,tifies,0.67562896
tice,ence,0.6717417
tice,tiv,0.6715063
lang,language,0.75399226
lang,multilinguistic,0.7083974
lang,ng,0.703107
lang,german,0.69233197
lang,lu,0.6900453
lang,le,0.6845385
lang,li,0.677929
lang,ml,0.67382675
lang,tex-,0.67003775
lang,languages,0.6698852
formals,formal,0.9432068
formals,semi-formal,0.80060947
formals,formally,0.7828811
formals,dress,0.7260993
formals,suited,0.7058015
formals,ties,0.7006586
formals,style,0.6920922
formals,suit,0.68581635
formals,traditional,0.6855434
formals,informal,0.68425006
decay,degraded,0.7875198
decay,decomposition,0.7750598
decay,decomposing,0.7692911
decay,decomposed,0.7655884
decay,dispose,0.69439
decay,void,0.6852816
decay,preserve,0.683921
decay,remains,0.6830453
decay,dormant,0.68140906
decay,weakening,0.6668342
interchange,intersection,0.78707117
interchange,inter-,0.7228475
interchange,collide,0.7192743
interchange,crossing,0.71124494
interchange,integration,0.7042719
interchange,exchange,0.70346695
interchange,express,0.69747543
interchange,integrate,0.6929429
interchange,interface,0.6870752
interchange,integrates,0.68479586
edited,edit,0.89959204
edited,edits,0.86961925
edited,editing,0.8307144
edited,updated,0.8162249
edited,fixed,0.7941951
edited,changed,0.7874494
edited,revisions,0.78069437
edited,editor,0.7753432
edited,changed-,0.7750206
edited,modified,0.7696143
uncover,reveal,0.8856123
uncover,uncovered,0.884353
uncover,discovers,0.8391423
uncover,reveals,0.83804286
uncover,revealed,0.8365421
uncover,discovery,0.8218287
uncover,discovering,0.8169292
uncover,discover,0.8054427
uncover,investigate,0.7954384
uncover,discovered,0.7917719
lat-,la,0.73405945
lat-,place,0.7198183
lat-,lar,0.7197429
lat-,area,0.71169686
lat-,lations,0.7094149
lat-,distance,0.7084628
lat-,map,0.7037363
lat-,outside,0.68945765
lat-,country,0.6851691
lat-,places,0.6837859
limits,limit,0.91087085
limits,limitation,0.8584341
limits,limitations,0.8526784
limits,extent,0.7286243
limits,lengths,0.72842336
limits,exceed,0.7267286
limits,maximum,0.7243682
limits,constraints,0.7199601
limits,limited,0.7181182
limits,allows,0.7169014
prechelt,pre-,0.6665662
prechelt,pre-defined,0.64877933
prechelt,nent,0.64747304
prechelt,coupt,0.64038867
prechelt,ment,0.6391594
prechelt,predefined,0.6235924
prechelt,cept,0.62113744
prechelt,tichelaar,0.6118503
prechelt,nents,0.60961
prechelt,proach,0.6094868
chart,graph,0.7852229
chart,diagram,0.78101045
chart,graphs,0.75818175
chart,x-axis,0.75242186
chart,indicator,0.7295873
chart,y-axis,0.7257509
chart,graphical,0.7223042
chart,figures,0.72149056
chart,data,0.72139573
chart,diagrams,0.71501887
instructionfactory,instruction,0.79124796
instructionfactory,instructionlist,0.77309614
instructionfactory,instructions,0.71259475
instructionfactory,compiler,0.69081134
instructionfactory,implementor,0.68322307
instructionfactory,implementations,0.67860967
instructionfactory,ide,0.6773107
instructionfactory,implementation,0.6659521
instructionfactory,implement,0.6612897
instructionfactory,compilers,0.6612071
differing,differ,0.84593093
differing,differences,0.84402144
differing,different,0.82385975
differing,differ-,0.8216613
differing,varying,0.8196194
differing,differently,0.79376304
differing,distinction,0.7877122
differing,difference,0.7839411
differing,vary,0.7680884
differing,differencing,0.75989485
things,thing,0.85659486
things,items,0.8332311
things,objects,0.80761033
things,something,0.7914456
things,parts,0.7649544
things,what,0.7567401
things,ations,0.7543845
things,pieces,0.747389
things,finds,0.7459641
things,ideas,0.74343944
harrison,perry,0.67177206
harrison,martin,0.6709595
harrison,rb,0.6590846
harrison,jackson,0.652558
harrison,jones,0.6500993
harrison,wang,0.64975494
harrison,hash,0.64956456
harrison,rs,0.64569795
harrison,han,0.6436233
harrison,williams,0.6405045
incre-,inc,0.798825
incre-,imple-,0.73765665
incre-,ture,0.722093
incre-,re,0.71042985
incre-,ine,0.70491785
incre-,repre-,0.7048464
incre-,incremental,0.7013289
incre-,increments,0.68847185
incre-,incrementally,0.67824525
incre-,fre-,0.6760755
multi,multi-,0.9607533
multi,multiple,0.8876383
multi,multiplicity,0.7770854
multi,multi-dimensional,0.7592618
multi,numerous,0.74956846
multi,several,0.74865794
multi,many,0.7448621
multi,multi-version,0.74202603
multi,multilinguistic,0.7350005
multi,various,0.7302588
kansai,japan,0.69847846
kansai,sakai,0.66054404
kansai,japanese,0.64256316
kansai,tokyo,0.6192895
kansai,nara,0.618729
kansai,regions,0.61791533
kansai,region,0.6171828
kansai,matsumura,0.6057578
kansai,sf,0.6054189
kansai,naoki,0.60519356
standalone,alone,0.78297204
standalone,independent,0.7730406
standalone,independently,0.7705082
standalone,solely,0.7677363
standalone,single,0.7650943
standalone,separately,0.76021487
standalone,separate,0.7237109
standalone,without,0.7115291
standalone,anonymous,0.71012056
standalone,exclusive,0.6929982
dynamically,dynamic,0.7770351
dynamically,incrementally,0.77019554
dynamically,automatically,0.7286874
dynamically,manually,0.7275656
dynamically,recursively,0.7045476
dynamically,incremental,0.6994646
dynamically,conditionally,0.6941233
dynamically,directly,0.68857616
dynamically,create,0.6795495
dynamically,select,0.6794867
extensibility,extensible,0.9461996
extensibility,exten-,0.78557384
extensibility,scalability,0.77633387
extensibility,extensions,0.77396864
extensibility,extending,0.7615562
extensibility,reusability,0.75795346
extensibility,extension,0.74736595
extensibility,scalable,0.7439621
extensibility,extends,0.73812133
extensibility,capabilities,0.73355544
bruno,andreas,0.77866733
bruno,paolo,0.75018966
bruno,louis,0.675667
bruno,jose,0.6709425
bruno,michael,0.665119
bruno,gregorio,0.6560583
bruno,diego,0.65597016
bruno,kim,0.65447474
bruno,nicolas,0.654264
bruno,wesley,0.6537935
deleting,deletion,0.8884454
deleting,deletes,0.8864142
deleting,delete,0.8547188
deleting,deletions,0.84080327
deleting,removing,0.8226479
deleting,deleted,0.8224235
deleting,remove,0.76419896
deleting,removed,0.75161767
deleting,discard,0.7473748
deleting,gone,0.7334914
change-log,changelog,0.81559956
change-log,log-entries,0.76905423
change-log,changed-file,0.763476
change-log,changed-files,0.76166403
change-log,logs,0.73999256
change-log,log,0.73052394
change-log,software-change,0.7275005
change-log,changes,0.7043248
change-log,change-set,0.7004309
change-log,changed-,0.6776513
chan,chang,0.748364
chan,cha,0.7466182
chan,chen,0.7153067
chan,ying,0.71172345
chan,wong,0.6976393
chan,ck,0.69741744
chan,li,0.6966496
chan,kai,0.68833774
chan,ci,0.68750674
chan,zhou,0.68129015
square,squares,0.91426086
square,sq,0.8675502
square,rectangle,0.7956104
square,cube,0.78040874
square,shape,0.76155627
square,circle,0.73947704
square,rounding,0.71844006
square,diagonal,0.71635693
square,mathematical,0.7117586
square,type,0.69646275
reveals,reveal,0.9275504
reveals,revealed,0.88736695
reveals,uncover,0.83804286
reveals,uncovered,0.8219314
reveals,discovers,0.7758137
reveals,tells,0.74765706
reveals,discovery,0.7465865
reveals,shown,0.743546
reveals,appears,0.7413544
reveals,showing,0.7343263
elrad,el-,0.6976649
elrad,ilar,0.68918884
elrad,rb,0.6750395
elrad,rd,0.6741644
elrad,el,0.672497
elrad,elapsed,0.6638647
elrad,lar,0.65857136
elrad,revr,0.6577303
elrad,ran,0.6517406
elrad,cr,0.6510248
dimension,dimensions,0.90600896
dimension,multi-dimensional,0.8126814
dimension,multidimensional,0.78698903
dimension,size,0.74751824
dimension,depth,0.7252825
dimension,vertical,0.7221073
dimension,measurement,0.7171885
dimension,measurements,0.71647
dimension,length,0.7138308
dimension,diagonal,0.71337897
determining,determines,0.9097235
determining,determine,0.8912913
determining,deciding,0.7935675
determining,assessing,0.7894046
determining,identifying,0.7858733
determining,inferring,0.7823728
determining,finding,0.7768902
determining,analyzing,0.76740867
determining,measuring,0.7543957
determining,assuming,0.75429213
plugins,plugin,0.92193985
plugins,plug-in,0.8216075
plugins,tools,0.75618726
plugins,software,0.747471
plugins,plug,0.72481894
plugins,pluggable,0.7241866
plugins,compare-plug-in,0.71177375
plugins,software-,0.7073425
plugins,downloads,0.7031501
plugins,extensions,0.7011668
strict,enforce,0.79654884
strict,determined,0.7536456
strict,precise,0.752527
strict,mandatory,0.7497343
strict,discipline,0.7439293
strict,hard,0.74062914
strict,required,0.7351786
strict,impose,0.7342723
strict,strongly,0.73007804
strict,rule,0.7264011
safely,safe,0.9022044
safely,successfully,0.7379024
safely,correctly,0.7311331
safely,responsible,0.7276092
safely,reliable,0.71640176
safely,confident,0.71446794
safely,readily,0.7116628
safely,effectively,0.7072096
safely,clean,0.70546496
safely,ease,0.7041835
opportunity,option,0.77783316
opportunity,potential,0.7734719
opportunity,possibility,0.7672658
opportunity,possibilities,0.76374614
opportunity,offered,0.75152683
opportunity,options,0.74686545
opportunity,offering,0.74461967
opportunity,promising,0.7272755
opportunity,hope,0.7209659
opportunity,situation,0.7189867
deals,deal,0.8843753
deals,offers,0.8608049
deals,offer,0.8165256
deals,offered,0.763265
deals,listings,0.74836403
deals,options,0.7420047
deals,dealt,0.736483
deals,rates,0.72564125
deals,items,0.72494453
deals,finds,0.7248375
dealt,deal,0.862695
dealt,dealing,0.8391966
dealt,accepted,0.82207143
dealt,offered,0.7953937
dealt,done,0.79435784
dealt,confirmed,0.7859826
dealt,transaction,0.7720671
dealt,put,0.77164483
dealt,contracted,0.77123463
dealt,given,0.7696234
vision,visions,0.8002172
vision,views,0.7420195
vision,viewpoint,0.7331686
vision,perspective,0.73068273
vision,look,0.72290707
vision,focus,0.72172296
vision,visual,0.71217334
vision,objective,0.7110743
vision,view,0.7099476
vision,goal,0.7084617
excerpt,introduction,0.74678695
excerpt,summary,0.7112306
excerpt,beginning,0.67499375
excerpt,conclusion,0.67285776
excerpt,text,0.669463
excerpt,write,0.66935617
excerpt,describes,0.6690681
excerpt,part,0.66765416
excerpt,from,0.66567564
excerpt,descriptive,0.66541964
melo,ball,0.7192235
melo,mj,0.6902016
melo,manu-,0.6829013
melo,none,0.6613071
melo,sports,0.65498245
melo,goal,0.65045965
melo,jose,0.6479748
melo,els,0.63992655
melo,rosso,0.6373641
melo,fk,0.63659126
prac-,pr,0.6754826
prac-,per,0.6634441
prac-,struc-,0.6554732
prac-,per-,0.65488017
prac-,proach,0.6521761
prac-,posr,0.637464
prac-,proc,0.635944
prac-,pling,0.6322815
prac-,cr,0.6267305
prac-,rou-,0.6264663
mens,man-,0.79679847
mens,man,0.79311
mens,fit,0.7230207
mens,size,0.7114487
mens,sizes,0.706425
mens,suited,0.7007133
mens,fs,0.6962027
mens,fashion,0.6945256
mens,suit,0.6936423
mens,style,0.69350487
mes-,es,0.75108397
mes-,ls,0.7350912
mes-,es-,0.7308911
mes-,mea-,0.7275827
mes-,me,0.7172056
mes-,ms,0.71191627
mes-,me-,0.7113445
mes-,tems,0.7107645
mes-,ters,0.7094695
mes-,em-,0.70808864
undergone,been,0.83012176
undergone,encountered,0.8271611
undergone,achieved,0.7818953
undergone,had,0.76473916
undergone,seen,0.76379967
undergone,occurred,0.7589913
undergone,begun,0.7521772
undergone,yielded,0.7516425
undergone,overcome,0.737048
undergone,conducted,0.7361491
beth,kate,0.7481129
beth,deb,0.7405353
beth,carol,0.7286395
beth,tory,0.7276458
beth,sue,0.72534925
beth,pam,0.72232306
beth,bethesda,0.72189814
beth,kim,0.70503366
beth,mary,0.7038375
beth,joan,0.6928565
met-,met,0.9789274
met-,ment,0.72156805
met-,em,0.7027263
met-,em-,0.70055187
met-,feat,0.6870506
met-,etc,0.6845759
met-,amt,0.6810279
met-,at,0.67810774
met-,modern,0.677455
met-,im,0.67240363
mers,vax,0.6690785
mers,mer,0.65367013
mers,radar,0.62704504
mers,tigris,0.61767054
mers,none,0.61106783
mers,world,0.60503936
mers,ons,0.6030819
mers,abstract,0.5996437
mers,briefly,0.59937644
mers,ers,0.59747106
sively,siy,0.6906899
sively,sible,0.6874792
sively,sified,0.6605151
sively,sion,0.64868814
sively,sions,0.6360964
sively,cordy,0.63284904
sively,si,0.630866
sively,sigonneau,0.62818944
sively,ually,0.6230896
sively,coogle,0.61907184
generalizable,generality,0.8479082
generalizable,generalized,0.8157585
generalizable,general,0.7474792
generalizable,comprehensive,0.7444574
generalizable,widely,0.7434417
generalizable,comprehensible,0.74175805
generalizable,extensible,0.731067
generalizable,broadly,0.7218821
generalizable,scalable,0.7152499
generalizable,extensive,0.71364516
fre-,fr,0.8306403
fre-,fri,0.775743
fre-,fo-,0.75851876
fre-,tf,0.7563213
fre-,le,0.7538083
fre-,ff,0.7527219
fre-,fer,0.7484853
fre-,fp,0.74737465
fre-,ver-,0.7385473
fre-,fs,0.737344
cover,covered,0.8351582
cover,coverage,0.74479
cover,enclosing,0.7090376
cover,handle,0.7077997
cover,capture,0.7039472
cover,represents,0.70004916
cover,represent,0.69447243
cover,form,0.6941502
cover,part,0.69079
cover,suited,0.6854381
methodologies,methodology,0.8882771
methodologies,methods,0.878021
methodologies,method,0.8132143
methodologies,techniques,0.8051108
methodologies,method-,0.80315775
methodologies,approaches,0.75708234
methodologies,technique,0.7494414
methodologies,methodolo-,0.73910373
methodologies,methodgen,0.72980607
methodologies,analyses,0.7296338
usr_sbin,sbin,0.87825197
usr_sbin,usr,0.7677774
usr_sbin,usr_bin,0.74293166
usr_sbin,uni-sb,0.73083556
usr_sbin,sb,0.7243325
usr_sbin,bsd,0.6698318
usr_sbin,usu-,0.66568434
usr_sbin,ber,0.64682126
usr_sbin,sbook,0.6443062
usr_sbin,san,0.64268243
kdeedu,kdesdk,0.70502615
kdeedu,kdelib,0.68919307
kdeedu,kdelibs,0.6409584
kdeedu,kdeaddons,0.6387909
kdeedu,kdepim,0.63367784
kdeedu,kdeutils,0.63156354
kdeedu,dsu,0.6250567
kdeedu,dd,0.62483925
kdeedu,kdenetwork,0.6214459
kdeedu,kdemultimedia,0.62109935
pieces,piece,0.9001871
pieces,fragments,0.8160385
pieces,objects,0.8077743
pieces,parts,0.7888883
pieces,sets,0.75621206
pieces,collection,0.75223804
pieces,items,0.7516385
pieces,part,0.75140125
pieces,bits,0.7476971
pieces,things,0.747389
bases,base,0.90315056
bases,basis,0.80913985
bases,fields,0.73033994
bases,foundations,0.7112266
bases,structures,0.7052294
bases,stands,0.70364785
bases,based,0.70331216
bases,stubs,0.69744784
bases,basic,0.69055337
bases,field,0.69055253
oldest,old,0.7820246
oldest,older,0.7719523
oldest,longest,0.73023385
oldest,ages,0.70247805
oldest,age,0.69835836
oldest,largest,0.69580287
oldest,biggest,0.6946566
oldest,topmost,0.68427175
oldest,strongest,0.6815619
oldest,oldchild,0.67815936
utoronto,ut,0.73379487
utoronto,tu,0.69620323
utoronto,ter,0.6910196
utoronto,ue,0.6807076
utoronto,tio,0.67802906
utoronto,ur,0.67410016
utoronto,udos,0.6712454
utoronto,thu,0.66996735
utoronto,universal,0.66461986
utoronto,ot,0.6619116
calculation,calculate,0.891265
calculation,calculated,0.8480997
calculation,formula,0.766623
calculation,computation,0.7563818
calculation,computes,0.7473876
calculation,amounts,0.74595195
calculation,subtract,0.74364305
calculation,addition,0.7429869
calculation,sum,0.7415469
calculation,measuring,0.74081284
presentation,presented,0.83666116
presentation,display,0.79910856
presentation,show,0.7887355
presentation,showing,0.77338904
presentation,lecture,0.762361
presentation,demonstrate,0.75733435
presentation,shown,0.75722665
presentation,program,0.74958634
presentation,exhibit,0.743689
presentation,showed,0.73930925
software1,software,0.84554803
software1,software-,0.8054032
software1,version1,0.79151285
software1,data1,0.7254284
software1,programming,0.7183889
software1,applications,0.69357264
software1,downloads,0.69083667
software1,v1,0.6905827
software1,software-change,0.68947345
software1,i1,0.68941134
replacing,replace,0.9046845
replacing,replaced,0.8713589
replacing,substitution,0.79129666
